"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2553","should login with valid credentials","My Login application","Wed Jan 07 23:51:30 IST 2026","passed","Wed Jan 07 23:51:32 IST 2026","","","",""
